"","value","group","gsm"
"GSM519337",9.39640770110712,"high","GSM519337"
"GSM519338",9.01497537850067,"low","GSM519338"
"GSM519339",8.28476623473157,"low","GSM519339"
"GSM519340",9.5079990719154,"high","GSM519340"
"GSM519341",8.95835834382397,"low","GSM519341"
"GSM519342",9.03305039819825,"low","GSM519342"
"GSM519343",9.51123949628427,"high","GSM519343"
"GSM519344",8.93551956611473,"low","GSM519344"
"GSM519345",9.65150865735943,"high","GSM519345"
"GSM519346",9.23719124981712,"high","GSM519346"
"GSM519347",8.93108792633003,"low","GSM519347"
"GSM519348",9.56015209720541,"high","GSM519348"
"GSM519349",9.36097809188477,"high","GSM519349"
"GSM519350",8.80095576998746,"low","GSM519350"
"GSM519351",9.34943103718251,"high","GSM519351"
"GSM519352",9.32483815308335,"high","GSM519352"
"GSM519353",8.94137572824243,"low","GSM519353"
"GSM519354",9.03508719194214,"low","GSM519354"
"GSM519355",9.66449858675363,"high","GSM519355"
"GSM519356",9.94430219267049,"high","GSM519356"
"GSM519357",8.1643103983602,"low","GSM519357"
"GSM519358",9.147774562881,"low","GSM519358"
"GSM519359",9.19664077128209,"low","GSM519359"
"GSM519360",8.92656134190691,"low","GSM519360"
"GSM519361",9.41762095622166,"high","GSM519361"
"GSM519362",9.03705039174775,"low","GSM519362"
"GSM519363",9.4597729567496,"high","GSM519363"
"GSM519364",9.3403837117078,"high","GSM519364"
"GSM519365",9.42106136044903,"high","GSM519365"
"GSM519366",8.78974353969082,"low","GSM519366"
"GSM519367",10.1507933979548,"high","GSM519367"
"GSM519368",10.5454982612,"high","GSM519368"
"GSM519369",9.16532577765204,"low","GSM519369"
"GSM519370",8.38358729268607,"low","GSM519370"
"GSM519371",9.97968004632946,"high","GSM519371"
"GSM519372",9.04524772010992,"low","GSM519372"
"GSM519373",10.4338508463263,"high","GSM519373"
"GSM519374",9.20775370872994,"low","GSM519374"
"GSM519375",9.37268994817998,"high","GSM519375"
"GSM519376",8.61458506016722,"low","GSM519376"
"GSM519377",9.98229858112743,"high","GSM519377"
"GSM519378",8.94029063292002,"low","GSM519378"
"GSM519379",8.41536397032128,"low","GSM519379"
"GSM519380",8.4461696298178,"low","GSM519380"
"GSM519381",9.21794478611577,"low","GSM519381"
"GSM519382",9.1985078771841,"low","GSM519382"
"GSM519383",9.18929165894557,"low","GSM519383"
"GSM519384",9.49801231082736,"high","GSM519384"
"GSM519385",9.39933323678731,"high","GSM519385"
"GSM519386",8.46023519710294,"low","GSM519386"
"GSM519387",9.73373943019082,"high","GSM519387"
"GSM519388",9.07845971570469,"low","GSM519388"
"GSM519389",8.45483420432615,"low","GSM519389"
"GSM519390",9.30722320024167,"high","GSM519390"
"GSM519391",9.02901477877738,"low","GSM519391"
"GSM519392",9.65268938336918,"high","GSM519392"
"GSM519393",9.90998025503802,"high","GSM519393"
"GSM519394",9.75045259721879,"high","GSM519394"
"GSM519395",9.74935537016404,"high","GSM519395"
"GSM519396",9.69651003980436,"high","GSM519396"
"GSM519397",8.32502971366542,"low","GSM519397"
"GSM519398",5.52058174452253,"low","GSM519398"
"GSM519399",8.95851651617254,"low","GSM519399"
"GSM519400",9.3640630790369,"high","GSM519400"
"GSM519401",8.81804046347962,"low","GSM519401"
"GSM519402",9.57718841219262,"high","GSM519402"
"GSM519403",9.0486288532315,"low","GSM519403"
"GSM519404",9.26762708111752,"high","GSM519404"
"GSM519405",8.55716974848165,"low","GSM519405"
"GSM519406",9.44457674201408,"high","GSM519406"
"GSM519407",8.88839506379047,"low","GSM519407"
"GSM519408",9.49403645962269,"high","GSM519408"
"GSM519409",9.18104486462699,"low","GSM519409"
"GSM519410",10.0379330075668,"high","GSM519410"
"GSM519411",9.36176803293026,"high","GSM519411"
"GSM519412",9.50142117675005,"high","GSM519412"
"GSM519413",9.38685041362468,"high","GSM519413"
"GSM519414",9.87015964482559,"high","GSM519414"
"GSM519415",9.50625269233622,"high","GSM519415"
"GSM519416",9.17233043716993,"low","GSM519416"
"GSM519417",8.71067870460429,"low","GSM519417"
"GSM519418",8.99155922650368,"low","GSM519418"
"GSM519419",8.80601748094746,"low","GSM519419"
"GSM519420",8.5524637068458,"low","GSM519420"
"GSM519421",9.40942610540157,"high","GSM519421"
"GSM519422",9.77959826828319,"high","GSM519422"
"GSM519423",9.39021070933301,"high","GSM519423"
"GSM519424",9.60667924398929,"high","GSM519424"
"GSM519425",9.73098073225647,"high","GSM519425"
"GSM519426",7.50853990658717,"low","GSM519426"
"GSM519427",8.83064815391888,"low","GSM519427"
"GSM519428",8.58356760924614,"low","GSM519428"
"GSM519429",9.53504038357959,"high","GSM519429"
"GSM519430",8.6166262889995,"low","GSM519430"
"GSM519431",9.65949099301518,"high","GSM519431"
"GSM519432",9.55270275573106,"high","GSM519432"
"GSM519433",9.54175952686356,"high","GSM519433"
"GSM519434",8.89513976799834,"low","GSM519434"
"GSM519435",9.29600073774374,"high","GSM519435"
"GSM519436",9.66536560360581,"high","GSM519436"
"GSM519437",9.77187722951706,"high","GSM519437"
"GSM519438",9.60052625208963,"high","GSM519438"
"GSM519439",9.34213506276765,"high","GSM519439"
"GSM519440",9.95341776570462,"high","GSM519440"
"GSM519441",9.47394879191126,"high","GSM519441"
"GSM519442",9.55799205603351,"high","GSM519442"
"GSM519443",9.35835007000918,"high","GSM519443"
"GSM540108",8.44,"high","GSM540108"
"GSM540109",8.42,"high","GSM540109"
"GSM540110",8.4,"high","GSM540110"
"GSM540111",7.82,"low","GSM540111"
"GSM540112",7.45,"low","GSM540112"
"GSM540113",8.6,"high","GSM540113"
"GSM540114",8.25,"high","GSM540114"
"GSM540115",8.33,"high","GSM540115"
"GSM540116",8.03,"low","GSM540116"
"GSM540117",7.93,"low","GSM540117"
"GSM540118",8.3,"high","GSM540118"
"GSM540119",6.63,"low","GSM540119"
"GSM540120",8.63,"high","GSM540120"
"GSM540121",8.97,"high","GSM540121"
"GSM540122",7.71,"low","GSM540122"
"GSM540123",8.03,"low","GSM540123"
"GSM540124",7.47,"low","GSM540124"
"GSM540125",8.41,"high","GSM540125"
"GSM540126",8.29,"high","GSM540126"
"GSM540127",7.5,"low","GSM540127"
"GSM540128",9.3,"high","GSM540128"
"GSM540129",8.87,"high","GSM540129"
"GSM540130",8.21,"high","GSM540130"
"GSM540131",8.81,"high","GSM540131"
"GSM540132",7.83,"low","GSM540132"
"GSM540133",7.88,"low","GSM540133"
"GSM540134",8.68,"high","GSM540134"
"GSM540135",7.95,"low","GSM540135"
"GSM540136",8.23,"high","GSM540136"
"GSM540137",9.25,"high","GSM540137"
"GSM540138",7.72,"low","GSM540138"
"GSM540139",8.7,"high","GSM540139"
"GSM540140",8.87,"high","GSM540140"
"GSM540141",8.26,"high","GSM540141"
"GSM540142",10.16,"high","GSM540142"
"GSM540143",8.32,"high","GSM540143"
"GSM540144",8.8,"high","GSM540144"
"GSM540145",8.4,"high","GSM540145"
"GSM540146",8.89,"high","GSM540146"
"GSM540147",8.58,"high","GSM540147"
"GSM540148",9.22,"high","GSM540148"
"GSM540149",9.26,"high","GSM540149"
"GSM540150",8.18,"high","GSM540150"
"GSM540151",8.3,"high","GSM540151"
"GSM540152",7.76,"low","GSM540152"
"GSM540153",8.46,"high","GSM540153"
"GSM540154",9.15,"high","GSM540154"
"GSM540155",8.61,"high","GSM540155"
"GSM540156",8.45,"high","GSM540156"
"GSM540157",8.55,"high","GSM540157"
"GSM540158",8.39,"high","GSM540158"
"GSM540159",8.46,"high","GSM540159"
"GSM540160",8.64,"high","GSM540160"
"GSM540161",8.27,"high","GSM540161"
"GSM540162",8.59,"high","GSM540162"
"GSM540163",7.68,"low","GSM540163"
"GSM540164",7.8,"low","GSM540164"
"GSM540165",7.49,"low","GSM540165"
"GSM540166",8.41,"high","GSM540166"
"GSM540167",8.2,"high","GSM540167"
"GSM540168",8.39,"high","GSM540168"
"GSM540169",8.94,"high","GSM540169"
"GSM540170",7.49,"low","GSM540170"
"GSM540171",7.89,"low","GSM540171"
"GSM540172",6.61,"low","GSM540172"
"GSM540173",7.64,"low","GSM540173"
"GSM540174",7.99,"low","GSM540174"
"GSM540175",7.99,"low","GSM540175"
"GSM540176",7.8,"low","GSM540176"
"GSM540177",7.45,"low","GSM540177"
"GSM540178",8.95,"high","GSM540178"
"GSM540179",7.89,"low","GSM540179"
"GSM540180",8.05,"low","GSM540180"
"GSM540181",7.61,"low","GSM540181"
"GSM540182",7.07,"low","GSM540182"
"GSM540183",6.75,"low","GSM540183"
"GSM540184",7.92,"low","GSM540184"
"GSM540185",7.57,"low","GSM540185"
"GSM540186",7.68,"low","GSM540186"
"GSM540187",8.15,"high","GSM540187"
"GSM540188",7.81,"low","GSM540188"
"GSM540189",8.04,"low","GSM540189"
"GSM540190",7.76,"low","GSM540190"
"GSM540191",7.89,"low","GSM540191"
"GSM540192",6.85,"low","GSM540192"
"GSM540193",7.11,"low","GSM540193"
"GSM540194",8.9,"high","GSM540194"
"GSM540195",7.87,"low","GSM540195"
"GSM540196",7.91,"low","GSM540196"
"GSM540197",8.48,"high","GSM540197"
"GSM540198",7.98,"low","GSM540198"
"GSM540199",8.14,"high","GSM540199"
"GSM540200",7.83,"low","GSM540200"
"GSM540201",8.5,"high","GSM540201"
"GSM540202",7.84,"low","GSM540202"
"GSM540203",8.59,"high","GSM540203"
"GSM540204",8.11,"low","GSM540204"
"GSM540205",8.08,"low","GSM540205"
"GSM540206",7.34,"low","GSM540206"
"GSM540207",8.36,"high","GSM540207"
"GSM540208",8.19,"high","GSM540208"
"GSM540209",6.99,"low","GSM540209"
"GSM540210",7.51,"low","GSM540210"
"GSM540211",7.64,"low","GSM540211"
"GSM540212",7.86,"low","GSM540212"
"GSM540213",7.5,"low","GSM540213"
"GSM540214",7.75,"low","GSM540214"
"GSM540215",7.57,"low","GSM540215"
"GSM540216",8.36,"high","GSM540216"
"GSM540217",8,"low","GSM540217"
"GSM540218",8.6,"high","GSM540218"
"GSM540219",7.1,"low","GSM540219"
"GSM540220",8.22,"high","GSM540220"
"GSM540221",8.56,"high","GSM540221"
"GSM540222",7.87,"low","GSM540222"
"GSM540223",10.16,"high","GSM540223"
"GSM540224",8.01,"low","GSM540224"
"GSM540225",8.08,"low","GSM540225"
"GSM540226",7.25,"low","GSM540226"
"GSM540227",8.21,"high","GSM540227"
"GSM540228",8.83,"high","GSM540228"
"GSM540229",7.44,"low","GSM540229"
"GSM540230",7.87,"low","GSM540230"
"GSM540231",6.79,"low","GSM540231"
"GSM540232",7.86,"low","GSM540232"
"GSM540233",7.86,"low","GSM540233"
"GSM540234",8.24,"high","GSM540234"
"GSM540235",8.19,"high","GSM540235"
"GSM540236",8.66,"high","GSM540236"
"GSM540237",7.85,"low","GSM540237"
"GSM540238",7.81,"low","GSM540238"
"GSM540239",8.05,"low","GSM540239"
"GSM540240",8.32,"high","GSM540240"
"GSM540241",8.31,"high","GSM540241"
"GSM540242",8.05,"low","GSM540242"
"GSM540243",8.23,"high","GSM540243"
"GSM540244",7.92,"low","GSM540244"
"GSM540245",8.3,"high","GSM540245"
"GSM540246",7.36,"low","GSM540246"
"GSM540247",7.95,"low","GSM540247"
"GSM540248",7.6,"low","GSM540248"
"GSM540249",7.91,"low","GSM540249"
"GSM540250",8.07,"low","GSM540250"
"GSM540251",8.22,"high","GSM540251"
"GSM540252",7.73,"low","GSM540252"
"GSM540253",7.34,"low","GSM540253"
"GSM540254",8.79,"high","GSM540254"
"GSM540255",6.89,"low","GSM540255"
"GSM540256",8.23,"high","GSM540256"
"GSM540257",8.6,"high","GSM540257"
"GSM540258",8.12,"low","GSM540258"
"GSM540259",8.39,"high","GSM540259"
"GSM540260",7.64,"low","GSM540260"
"GSM540261",8.3,"high","GSM540261"
"GSM540262",6.62,"low","GSM540262"
"GSM540263",8.22,"high","GSM540263"
"GSM540264",7.05,"low","GSM540264"
"GSM540265",6.95,"low","GSM540265"
"GSM540266",7.73,"low","GSM540266"
"GSM540267",7.67,"low","GSM540267"
"GSM540268",6.59,"low","GSM540268"
"GSM540269",7.57,"low","GSM540269"
"GSM540270",7.63,"low","GSM540270"
"GSM540271",7.2,"low","GSM540271"
"GSM540272",7.92,"low","GSM540272"
"GSM540273",7.67,"low","GSM540273"
"GSM540274",8.12,"low","GSM540274"
"GSM540275",7.62,"low","GSM540275"
"GSM540276",7.27,"low","GSM540276"
"GSM540277",8.38,"high","GSM540277"
"GSM540278",7.93,"low","GSM540278"
"GSM540279",8.26,"high","GSM540279"
"GSM540280",7.9,"low","GSM540280"
"GSM540281",8.04,"low","GSM540281"
"GSM540282",7.01,"low","GSM540282"
"GSM540283",6.07,"low","GSM540283"
"GSM540284",7.78,"low","GSM540284"
"GSM540285",8.26,"high","GSM540285"
"GSM540286",7.64,"low","GSM540286"
"GSM540287",7.64,"low","GSM540287"
"GSM540288",7.33,"low","GSM540288"
"GSM540289",8.12,"low","GSM540289"
"GSM540290",8.34,"high","GSM540290"
"GSM540291",7.71,"low","GSM540291"
"GSM540292",7.84,"low","GSM540292"
"GSM540293",8.2,"high","GSM540293"
"GSM540294",7.41,"low","GSM540294"
"GSM540295",7.46,"low","GSM540295"
"GSM540296",8.39,"high","GSM540296"
"GSM540297",7.23,"low","GSM540297"
"GSM540298",8.15,"high","GSM540298"
"GSM540299",7.71,"low","GSM540299"
"GSM540300",8.02,"low","GSM540300"
"GSM540301",8.14,"high","GSM540301"
"GSM540302",8.36,"high","GSM540302"
"GSM540303",9.06,"high","GSM540303"
"GSM540304",7.46,"low","GSM540304"
"GSM540305",8.89,"high","GSM540305"
"GSM540306",7.75,"low","GSM540306"
"GSM540307",7.92,"low","GSM540307"
"GSM540308",8.77,"high","GSM540308"
"GSM540309",8.51,"high","GSM540309"
"GSM540310",7.3,"low","GSM540310"
"GSM540311",7,"low","GSM540311"
"GSM540312",8.5,"high","GSM540312"
"GSM540313",7.67,"low","GSM540313"
"GSM540314",8.54,"high","GSM540314"
"GSM540315",9.19,"high","GSM540315"
"GSM540316",7.41,"low","GSM540316"
"GSM540317",9.01,"high","GSM540317"
"GSM540318",7.89,"low","GSM540318"
"GSM540319",8.82,"high","GSM540319"
"GSM540320",8.16,"high","GSM540320"
"GSM540321",8.65,"high","GSM540321"
"GSM540322",8.76,"high","GSM540322"
"GSM540323",7.95,"low","GSM540323"
"GSM540324",8.07,"low","GSM540324"
"GSM540325",6.76,"low","GSM540325"
"GSM540326",8.95,"high","GSM540326"
"GSM540327",7.92,"low","GSM540327"
"GSM540328",8.03,"low","GSM540328"
"GSM540329",7.75,"low","GSM540329"
"GSM540330",8.14,"high","GSM540330"
"GSM540331",7.54,"low","GSM540331"
"GSM540332",8.07,"low","GSM540332"
"GSM540333",7.42,"low","GSM540333"
"GSM540334",8.03,"low","GSM540334"
"GSM540335",8.31,"high","GSM540335"
"GSM540336",8.38,"high","GSM540336"
"GSM540337",8.77,"high","GSM540337"
"GSM540338",8.06,"low","GSM540338"
"GSM540339",8.54,"high","GSM540339"
"GSM540340",8.22,"high","GSM540340"
"GSM540341",8.18,"high","GSM540341"
"GSM540342",7.45,"low","GSM540342"
"GSM540343",9.21,"high","GSM540343"
"GSM540344",8.58,"high","GSM540344"
"GSM540345",7.34,"low","GSM540345"
"GSM540346",8.76,"high","GSM540346"
"GSM540347",7.7,"low","GSM540347"
"GSM540348",8.56,"high","GSM540348"
"GSM540349",9.84,"high","GSM540349"
"GSM540350",9.79,"high","GSM540350"
"GSM540351",8.91,"high","GSM540351"
"GSM540352",9.24,"high","GSM540352"
"GSM540353",8.46,"high","GSM540353"
"GSM540354",9.26,"high","GSM540354"
"GSM540355",8.71,"high","GSM540355"
"GSM540356",8.47,"high","GSM540356"
"GSM540357",8.19,"high","GSM540357"
"GSM540358",8.7,"high","GSM540358"
"GSM540359",7.71,"low","GSM540359"
"GSM540360",8.34,"high","GSM540360"
"GSM540361",9.02,"high","GSM540361"
"GSM540362",9.34,"high","GSM540362"
"GSM540363",7.71,"low","GSM540363"
"GSM540364",8.16,"high","GSM540364"
"GSM540365",8.91,"high","GSM540365"
"GSM540366",8.59,"high","GSM540366"
"GSM540367",8.63,"high","GSM540367"
"GSM540368",9.28,"high","GSM540368"
"GSM540369",8.62,"high","GSM540369"
"GSM540370",8.42,"high","GSM540370"
"GSM540371",8.59,"high","GSM540371"
"GSM540372",9.59,"high","GSM540372"
"GSM540373",8.38,"high","GSM540373"
"GSM49953",470.3,"high","GSM49953"
"GSM49954",495.7,"high","GSM49954"
"GSM49955",476.4,"high","GSM49955"
"GSM49956",685.9,"high","GSM49956"
"GSM49957",661.1,"high","GSM49957"
"GSM50017",626.1,"high","GSM50017"
"GSM50018",663.9,"high","GSM50018"
"GSM50019",782.1,"high","GSM50019"
"GSM50020",661.2,"high","GSM50020"
"GSM50021",778.2,"high","GSM50021"
"GSM50022",471.3,"high","GSM50022"
"GSM50023",715.3,"high","GSM50023"
"GSM50024",131.9,"low","GSM50024"
"GSM50025",338.9,"low","GSM50025"
"GSM50026",487.8,"high","GSM50026"
"GSM50027",713.2,"high","GSM50027"
"GSM50028",398,"low","GSM50028"
"GSM50029",441.9,"high","GSM50029"
"GSM50030",464.1,"high","GSM50030"
"GSM50031",525,"high","GSM50031"
"GSM50032",502.8,"high","GSM50032"
"GSM50033",548.7,"high","GSM50033"
"GSM50034",202.6,"low","GSM50034"
"GSM50035",162.7,"low","GSM50035"
"GSM50036",84.3,"low","GSM50036"
"GSM50037",211.4,"low","GSM50037"
"GSM50038",361.2,"low","GSM50038"
"GSM50039",388.1,"low","GSM50039"
"GSM50040",800.3,"high","GSM50040"
"GSM50041",390.4,"low","GSM50041"
"GSM50042",30.1,"low","GSM50042"
"GSM50043",156,"low","GSM50043"
"GSM50044",277.5,"low","GSM50044"
"GSM50045",193.5,"low","GSM50045"
"GSM50046",1060.3,"high","GSM50046"
"GSM50047",1138.1,"high","GSM50047"
"GSM50048",53.1,"low","GSM50048"
"GSM50049",297.5,"low","GSM50049"
"GSM50050",941.6,"high","GSM50050"
"GSM50051",237.8,"low","GSM50051"
"GSM50052",218.4,"low","GSM50052"
"GSM50053",829.9,"high","GSM50053"
"GSM50054",402.4,"high","GSM50054"
"GSM50055",71,"low","GSM50055"
"GSM50056",347,"low","GSM50056"
"GSM50057",49.3,"low","GSM50057"
"GSM50058",551.7,"high","GSM50058"
"GSM50059",42.8,"low","GSM50059"
"GSM50060",44.1,"low","GSM50060"
"GSM50061",604.4,"high","GSM50061"
"GSM50062",65.7,"low","GSM50062"
"GSM50063",433.1,"high","GSM50063"
"GSM50064",86.1,"low","GSM50064"
"GSM50065",161.2,"low","GSM50065"
"GSM50066",267.3,"low","GSM50066"
"GSM50067",1038.1,"high","GSM50067"
"GSM50068",451,"high","GSM50068"
"GSM50069",598.9,"high","GSM50069"
"GSM50070",693.5,"high","GSM50070"
"GSM50071",913.5,"high","GSM50071"
"GSM50072",731.6,"high","GSM50072"
"GSM50073",732.4,"high","GSM50073"
"GSM50074",298.3,"low","GSM50074"
"GSM50075",600,"high","GSM50075"
"GSM50076",678.6,"high","GSM50076"
"GSM50077",816.9,"high","GSM50077"
"GSM50078",323.8,"low","GSM50078"
"GSM50079",372.9,"low","GSM50079"
"GSM50080",172.5,"low","GSM50080"
"GSM50081",278.2,"low","GSM50081"
"GSM50082",463.9,"high","GSM50082"
"GSM50083",74.3,"low","GSM50083"
"GSM50084",70.4,"low","GSM50084"
"GSM50085",43.3,"low","GSM50085"
"GSM50086",247.8,"low","GSM50086"
"GSM50087",636.3,"high","GSM50087"
"GSM50088",394.5,"low","GSM50088"
"GSM50089",266,"low","GSM50089"
"GSM50090",272.6,"low","GSM50090"
"GSM50091",54.6,"low","GSM50091"
"GSM50092",99.1,"low","GSM50092"
"GSM50093",561.6,"high","GSM50093"
"GSM50094",502.9,"high","GSM50094"
"GSM50095",417.8,"high","GSM50095"
"GSM50096",341,"low","GSM50096"
"GSM50097",1115.9,"high","GSM50097"
"GSM50098",848.3,"high","GSM50098"
"GSM50099",248.3,"low","GSM50099"
"GSM50100",366.9,"low","GSM50100"
"GSM50101",74.1,"low","GSM50101"
"GSM50102",386,"low","GSM50102"
"GSM50103",201.8,"low","GSM50103"
"GSM50104",612.7,"high","GSM50104"
"GSM50105",58.6,"low","GSM50105"
"GSM50106",41.3,"low","GSM50106"
"GSM50107",1220.8,"high","GSM50107"
"GSM50108",371.7,"low","GSM50108"
"GSM50109",370.5,"low","GSM50109"
"GSM50110",39,"low","GSM50110"
"GSM50111",353.5,"low","GSM50111"
"GSM50112",132.9,"low","GSM50112"
"GSM50113",543.2,"high","GSM50113"
"GSM50114",798.4,"high","GSM50114"
"GSM50115",813.3,"high","GSM50115"
"GSM50116",627.9,"high","GSM50116"
"GSM50117",495.4,"high","GSM50117"
"GSM50118",426.7,"high","GSM50118"
"GSM50119",174.3,"low","GSM50119"
"GSM50120",362.1,"low","GSM50120"
"GSM50121",708.2,"high","GSM50121"
"GSM50122",423.3,"high","GSM50122"
"GSM50123",561.8,"high","GSM50123"
"GSM50124",146.6,"low","GSM50124"
"GSM50125",304.2,"low","GSM50125"
"GSM50126",552.6,"high","GSM50126"
"GSM50127",46.8,"low","GSM50127"
"GSM50128",460.8,"high","GSM50128"
"GSM50129",401.6,"low","GSM50129"
"GSM50130",352.2,"low","GSM50130"
"GSM50131",450.5,"high","GSM50131"
"GSM50132",433.3,"high","GSM50132"
"GSM65316",8.978107,"low","GSM65316"
"GSM65317",9.266069,"low","GSM65317"
"GSM65318",9.543194,"high","GSM65318"
"GSM65319",9.16813,"low","GSM65319"
"GSM65320",9.125045,"low","GSM65320"
"GSM65321",8.500472,"low","GSM65321"
"GSM65322",9.512044,"high","GSM65322"
"GSM65323",9.028831,"low","GSM65323"
"GSM65324",8.762483,"low","GSM65324"
"GSM65325",9.225005,"low","GSM65325"
"GSM65326",9.167966,"low","GSM65326"
"GSM65327",8.54362,"low","GSM65327"
"GSM65328",9.311848,"high","GSM65328"
"GSM65329",9.456177,"high","GSM65329"
"GSM65330",9.161991,"low","GSM65330"
"GSM65331",9.254727,"low","GSM65331"
"GSM65332",9.577085,"high","GSM65332"
"GSM65333",8.919982,"low","GSM65333"
"GSM65334",8.960221,"low","GSM65334"
"GSM65335",9.261691,"low","GSM65335"
"GSM65336",8.876572,"low","GSM65336"
"GSM65337",8.298974,"low","GSM65337"
"GSM65338",8.952791,"low","GSM65338"
"GSM65339",9.874881,"high","GSM65339"
"GSM65340",6.729737,"low","GSM65340"
"GSM65341",6.605598,"low","GSM65341"
"GSM65342",6.828091,"low","GSM65342"
"GSM65343",6.625524,"low","GSM65343"
"GSM65344",6.351131,"low","GSM65344"
"GSM65345",6.363355,"low","GSM65345"
"GSM65346",7.012021,"low","GSM65346"
"GSM65347",6.64341,"low","GSM65347"
"GSM65348",6.642337,"low","GSM65348"
"GSM65349",6.918578,"low","GSM65349"
"GSM65350",7.087865,"low","GSM65350"
"GSM65351",6.149001,"low","GSM65351"
"GSM65352",6.524185,"low","GSM65352"
"GSM65353",5.773165,"low","GSM65353"
"GSM65354",6.763206,"low","GSM65354"
"GSM65355",7.095625,"low","GSM65355"
"GSM65356",6.334951,"low","GSM65356"
"GSM65357",7.044201,"low","GSM65357"
"GSM65358",6.234578,"low","GSM65358"
"GSM65359",6.086737,"low","GSM65359"
"GSM65360",6.652803,"low","GSM65360"
"GSM65361",6.347548,"low","GSM65361"
"GSM65362",6.889229,"low","GSM65362"
"GSM65363",7.003619,"low","GSM65363"
"GSM65364",6.165774,"low","GSM65364"
"GSM65365",6.816929,"low","GSM65365"
"GSM65366",6.042457,"low","GSM65366"
"GSM65367",6.439951,"low","GSM65367"
"GSM65368",6.717462,"low","GSM65368"
"GSM65369",7.399193,"low","GSM65369"
"GSM65370",6.031414,"low","GSM65370"
"GSM65371",7.124786,"low","GSM65371"
"GSM65372",6.679559,"low","GSM65372"
"GSM65373",7.319688,"low","GSM65373"
"GSM65374",5.909226,"low","GSM65374"
"GSM65375",5.996385,"low","GSM65375"
"GSM65376",6.920097,"low","GSM65376"
"GSM65377",6.288233,"low","GSM65377"
"GSM65378",6.555961,"low","GSM65378"
"GSM65379",6.707962,"low","GSM65379"
"GSM65752",9.516913,"high","GSM65752"
"GSM65753",9.491822,"high","GSM65753"
"GSM65754",9.938025,"high","GSM65754"
"GSM65755",9.47,"high","GSM65755"
"GSM65756",9.168377,"low","GSM65756"
"GSM65757",9.107125,"low","GSM65757"
"GSM65758",9.577549,"high","GSM65758"
"GSM65760",8.489634,"low","GSM65760"
"GSM65761",8.935154,"low","GSM65761"
"GSM65762",9.039892,"low","GSM65762"
"GSM65763",9.147271,"low","GSM65763"
"GSM65764",9.869688,"high","GSM65764"
"GSM65765",9.215362,"low","GSM65765"
"GSM65766",9.470444,"high","GSM65766"
"GSM65767",9.698447,"high","GSM65767"
"GSM65768",8.511015,"low","GSM65768"
"GSM65769",8.90328,"low","GSM65769"
"GSM65770",9.39445,"high","GSM65770"
"GSM65771",9.458357,"high","GSM65771"
"GSM65772",9.707259,"high","GSM65772"
"GSM65773",9.469367,"high","GSM65773"
"GSM65774",9.719914,"high","GSM65774"
"GSM65775",9.030649,"low","GSM65775"
"GSM65776",9.085942,"low","GSM65776"
"GSM65779",10.002927,"high","GSM65779"
"GSM65780",9.701869,"high","GSM65780"
"GSM65781",9.556733,"high","GSM65781"
"GSM65782",9.418742,"high","GSM65782"
"GSM65783",9.358509,"high","GSM65783"
"GSM65784",8.712217,"low","GSM65784"
"GSM65785",9.975566,"high","GSM65785"
"GSM65786",9.213647,"low","GSM65786"
"GSM65787",9.546771,"high","GSM65787"
"GSM65788",9.159596,"low","GSM65788"
"GSM65789",9.593397,"high","GSM65789"
"GSM65790",9.114082,"low","GSM65790"
"GSM65791",9.65709,"high","GSM65791"
"GSM65792",9.068716,"low","GSM65792"
"GSM65793",9.138099,"low","GSM65793"
"GSM65794",9.110813,"low","GSM65794"
"GSM65795",9.17955,"low","GSM65795"
"GSM65796",9.192257,"low","GSM65796"
"GSM65797",9.138138,"low","GSM65797"
"GSM65798",8.979332,"low","GSM65798"
"GSM65799",9.194995,"low","GSM65799"
"GSM65800",9.873589,"high","GSM65800"
"GSM65801",9.146215,"low","GSM65801"
"GSM65802",8.870173,"low","GSM65802"
"GSM65803",9.323746,"high","GSM65803"
"GSM65804",9.392544,"high","GSM65804"
"GSM65805",8.97784,"low","GSM65805"
"GSM65806",9.21688,"low","GSM65806"
"GSM65807",9.94814,"high","GSM65807"
"GSM65808",9.238661,"low","GSM65808"
"GSM65810",8.763247,"low","GSM65810"
"GSM65811",9.146012,"low","GSM65811"
"GSM65812",9.550827,"high","GSM65812"
"GSM65813",8.682773,"low","GSM65813"
"GSM65814",9.689601,"high","GSM65814"
"GSM65815",9.500341,"high","GSM65815"
"GSM65816",8.633549,"low","GSM65816"
"GSM65817",9.513287,"high","GSM65817"
"GSM65818",9.160144,"low","GSM65818"
"GSM65819",8.638112,"low","GSM65819"
"GSM65820",9.787956,"high","GSM65820"
"GSM65821",9.836524,"high","GSM65821"
"GSM65822",9.366524,"high","GSM65822"
"GSM65823",9.826839,"high","GSM65823"
"GSM65824",9.969558,"high","GSM65824"
"GSM65825",9.066702,"low","GSM65825"
"GSM65826",10.037421,"high","GSM65826"
"GSM65827",10.08189,"high","GSM65827"
"GSM65828",9.295821,"high","GSM65828"
"GSM65829",9.674767,"high","GSM65829"
"GSM65830",9.590367,"high","GSM65830"
"GSM65831",10.036292,"high","GSM65831"
"GSM65832",9.648263,"high","GSM65832"
"GSM65833",9.72469,"high","GSM65833"
"GSM65834",9.269542,"low","GSM65834"
"GSM65835",9.408666,"high","GSM65835"
"GSM65836",10.130544,"high","GSM65836"
